SiteID,plots_stms_PlotID,sfs_plots_PlotID
UH-Harhorin,Ongotson uhaa-Hudag elstii,"Nariin hur, Bayangol"
UH-Harhorin,Ongotson uhaa-Hudag elstii,"Nariin hur, Namag"
UH-Harhorin,Ongotson uhaa-Hudag elstii,"Ongotson uhaa, Hudag elstei"
UH-Harhorin,Ongotson uhaa-Hudag elstii,"Jalbaa, Buderiin davaa"
UH-Harhorin,Ongotson uhaa-Hudag elstii,"Orhon, Baga elstei"
UH-Harhorin,Ongotson uhaa-Hudag elstii,"Shanh, Ar hudag"
UH-Harhorin,Ongotson uhaa-Hudag elstii,"Shanh, Tavan tsohio"
UH-Harhorin,Ongotson uhaa-Hudag elstii,"Ongotson uhaa, Azar tolgoi"
UH-Harhorin,Orhon-Baga elstii,"Nariin hur, Bayangol"
UH-Harhorin,Orhon-Baga elstii,"Nariin hur, Namag"
UH-Harhorin,Orhon-Baga elstii,"Ongotson uhaa, Hudag elstei"
UH-Harhorin,Orhon-Baga elstii,"Jalbaa, Buderiin davaa"
UH-Harhorin,Orhon-Baga elstii,"Orhon, Baga elstei"
UH-Harhorin,Orhon-Baga elstii,"Shanh, Ar hudag"
UH-Harhorin,Orhon-Baga elstii,"Shanh, Tavan tsohio"
UH-Harhorin,Orhon-Baga elstii,"Ongotson uhaa, Azar tolgoi"
UH-Harhorin,Orhon-Ih nariin,"Nariin hur, Bayangol"
UH-Harhorin,Orhon-Ih nariin,"Nariin hur, Namag"
UH-Harhorin,Orhon-Ih nariin,"Ongotson uhaa, Hudag elstei"
UH-Harhorin,Orhon-Ih nariin,"Jalbaa, Buderiin davaa"
UH-Harhorin,Orhon-Ih nariin,"Orhon, Baga elstei"
UH-Harhorin,Orhon-Ih nariin,"Shanh, Ar hudag"
UH-Harhorin,Orhon-Ih nariin,"Shanh, Tavan tsohio"
UH-Harhorin,Orhon-Ih nariin,"Ongotson uhaa, Azar tolgoi"
UH-Harhorin,Shanh-Tavan tsohiot,"Nariin hur, Bayangol"
UH-Harhorin,Shanh-Tavan tsohiot,"Nariin hur, Namag"
UH-Harhorin,Shanh-Tavan tsohiot,"Ongotson uhaa, Hudag elstei"
UH-Harhorin,Shanh-Tavan tsohiot,"Jalbaa, Buderiin davaa"
UH-Harhorin,Shanh-Tavan tsohiot,"Orhon, Baga elstei"
UH-Harhorin,Shanh-Tavan tsohiot,"Shanh, Ar hudag"
UH-Harhorin,Shanh-Tavan tsohiot,"Shanh, Tavan tsohio"
UH-Harhorin,Shanh-Tavan tsohiot,"Ongotson uhaa, Azar tolgoi"
UH-Sant,Maihan-Bor hoshuu,Bor hoshuu
UH-Sant,Maihan-Bor hoshuu,Nuruu
UH-Sant,Maihan-Bor hoshuu,Shand
UH-Sant,Maihan-Bor hoshuu,Shuuduu
UH-Sant,Maihan-Bor hoshuu,Zaraa
UH-Sant,Tsagrig-Bumbat,Bor hoshuu
UH-Sant,Tsagrig-Bumbat,Nuruu
UH-Sant,Tsagrig-Bumbat,Shand
UH-Sant,Tsagrig-Bumbat,Shuuduu
UH-Sant,Tsagrig-Bumbat,Zaraa
UH-Sant,Tsahiurt-Shuuduu,Bor hoshuu
UH-Sant,Tsahiurt-Shuuduu,Nuruu
UH-Sant,Tsahiurt-Shuuduu,Shand
UH-Sant,Tsahiurt-Shuuduu,Shuuduu
UH-Sant,Tsahiurt-Shuuduu,Zaraa
UH-Sant,Ulaan ovoo-Shand,Bor hoshuu
UH-Sant,Ulaan ovoo-Shand,Nuruu
UH-Sant,Ulaan ovoo-Shand,Shand
UH-Sant,Ulaan ovoo-Shand,Shuuduu
UH-Sant,Ulaan ovoo-Shand,Zaraa
UH-Sant,Zalaa-Zaraa,Bor hoshuu
UH-Sant,Zalaa-Zaraa,Nuruu
UH-Sant,Zalaa-Zaraa,Shand
UH-Sant,Zalaa-Zaraa,Shuuduu
UH-Sant,Zalaa-Zaraa,Zaraa
UV-Ulaangom,2-r bag-Holiin privad,Heer morit
UV-Ulaangom,2-r bag-Holiin privad,Nanophyton
UV-Ulaangom,2-r bag-Holiin privad,Nuur
UV-Ulaangom,3-r bag-Adargana,Heer morit
UV-Ulaangom,3-r bag-Adargana,Nanophyton
UV-Ulaangom,3-r bag-Adargana,Nuur
UV-Ulaangom,5-r bag-Arsai,Heer morit
UV-Ulaangom,5-r bag-Arsai,Nanophyton
UV-Ulaangom,5-r bag-Arsai,Nuur
UV-Ulaangom,7-r bag-Bag byraa,Heer morit
UV-Ulaangom,7-r bag-Bag byraa,Nanophyton
UV-Ulaangom,7-r bag-Bag byraa,Nuur
UV-Ulaangom,8-r bag-Heer morit,Heer morit
UV-Ulaangom,8-r bag-Heer morit,Nanophyton
UV-Ulaangom,8-r bag-Heer morit,Nuur
ZA-Bayantes,Bujir-Bujiriin uvur,"Bujir, Bujiriin uvur"
ZA-Bayantes,Bujir-Bujiriin uvur,"Bujir, Hanhinah"
ZA-Bayantes,Bujir-Bujiriin uvur,"Zaigal, Ulaan ereg"
ZA-Bayantes,Bujir-Bujiriin uvur,"Hachig, Tsergiin gol"
ZA-Bayantes,Bujir-Bujiriin uvur,"Javhlan, Tsagaan olom"
ZA-Bayantes,Bujir-Hanginah,"Bujir, Bujiriin uvur"
ZA-Bayantes,Bujir-Hanginah,"Bujir, Hanhinah"
ZA-Bayantes,Bujir-Hanginah,"Zaigal, Ulaan ereg"
ZA-Bayantes,Bujir-Hanginah,"Hachig, Tsergiin gol"
ZA-Bayantes,Bujir-Hanginah,"Javhlan, Tsagaan olom"
ZA-Bayantes,Hachig-Tsergiin gol,"Bujir, Bujiriin uvur"
ZA-Bayantes,Hachig-Tsergiin gol,"Bujir, Hanhinah"
ZA-Bayantes,Hachig-Tsergiin gol,"Zaigal, Ulaan ereg"
ZA-Bayantes,Hachig-Tsergiin gol,"Hachig, Tsergiin gol"
ZA-Bayantes,Hachig-Tsergiin gol,"Javhlan, Tsagaan olom"
ZA-Bayantes,Javhlan-Tsagaan olom,"Bujir, Bujiriin uvur"
ZA-Bayantes,Javhlan-Tsagaan olom,"Bujir, Hanhinah"
ZA-Bayantes,Javhlan-Tsagaan olom,"Zaigal, Ulaan ereg"
ZA-Bayantes,Javhlan-Tsagaan olom,"Hachig, Tsergiin gol"
ZA-Bayantes,Javhlan-Tsagaan olom,"Javhlan, Tsagaan olom"
ZA-Bayantes,Zaigal-Ulaan ereg,"Bujir, Bujiriin uvur"
ZA-Bayantes,Zaigal-Ulaan ereg,"Bujir, Hanhinah"
ZA-Bayantes,Zaigal-Ulaan ereg,"Zaigal, Ulaan ereg"
ZA-Bayantes,Zaigal-Ulaan ereg,"Hachig, Tsergiin gol"
ZA-Bayantes,Zaigal-Ulaan ereg,"Javhlan, Tsagaan olom"
ZA-Numrug,Bayanzurh-Chirenget,"Nuur, Huzuuvch"
ZA-Numrug,Bayanzurh-Chirenget,"Darhan uul, Bayan-Uhaa"
ZA-Numrug,Bayanzurh-Chirenget,"Bayanzurh, Uvur"
ZA-Numrug,Bayanzurh-Chirenget,"Ih hairhan,"
ZA-Numrug,Bayanzurh-Chirenget,"Ih hairhan, Chavgants"
ZA-Numrug,Bayanzurh-Chirenget,Bayanzurh
ZA-Numrug,Bayanzurh-Chirenget,"Hudrug, Uvur shivertei"
ZA-Numrug,Darhan uul-Bayan uhaa,"Nuur, Huzuuvch"
ZA-Numrug,Darhan uul-Bayan uhaa,"Darhan uul, Bayan-Uhaa"
ZA-Numrug,Darhan uul-Bayan uhaa,"Bayanzurh, Uvur"
ZA-Numrug,Darhan uul-Bayan uhaa,"Ih hairhan,"
ZA-Numrug,Darhan uul-Bayan uhaa,"Ih hairhan, Chavgants"
ZA-Numrug,Darhan uul-Bayan uhaa,Bayanzurh
ZA-Numrug,Darhan uul-Bayan uhaa,"Hudrug, Uvur shivertei"
ZA-Numrug,Hairhan-Ar guu,"Nuur, Huzuuvch"
ZA-Numrug,Hairhan-Ar guu,"Darhan uul, Bayan-Uhaa"
ZA-Numrug,Hairhan-Ar guu,"Bayanzurh, Uvur"
ZA-Numrug,Hairhan-Ar guu,"Ih hairhan,"
ZA-Numrug,Hairhan-Ar guu,"Ih hairhan, Chavgants"
ZA-Numrug,Hairhan-Ar guu,Bayanzurh
ZA-Numrug,Hairhan-Ar guu,"Hudrug, Uvur shivertei"
ZA-Numrug,Hudrug-Uvur shivertei,"Nuur, Huzuuvch"
ZA-Numrug,Hudrug-Uvur shivertei,"Darhan uul, Bayan-Uhaa"
ZA-Numrug,Hudrug-Uvur shivertei,"Bayanzurh, Uvur"
ZA-Numrug,Hudrug-Uvur shivertei,"Ih hairhan,"
ZA-Numrug,Hudrug-Uvur shivertei,"Ih hairhan, Chavgants"
ZA-Numrug,Hudrug-Uvur shivertei,Bayanzurh
ZA-Numrug,Hudrug-Uvur shivertei,"Hudrug, Uvur shivertei"
ZA-Numrug,Nuur-Huzuuvch,"Nuur, Huzuuvch"
ZA-Numrug,Nuur-Huzuuvch,"Darhan uul, Bayan-Uhaa"
ZA-Numrug,Nuur-Huzuuvch,"Bayanzurh, Uvur"
ZA-Numrug,Nuur-Huzuuvch,"Ih hairhan,"
ZA-Numrug,Nuur-Huzuuvch,"Ih hairhan, Chavgants"
ZA-Numrug,Nuur-Huzuuvch,Bayanzurh
ZA-Numrug,Nuur-Huzuuvch,"Hudrug, Uvur shivertei"
ZA-Otgon,Badral-Tsoroidog,"Badral, Narangiin am"
ZA-Otgon,Badral-Tsoroidog,"Buyant, Haltariin am"
ZA-Otgon,Badral-Tsoroidog,"Badral, Baga nariinii am"
ZA-Otgon,Badral-Tsoroidog,"Onts, Chihertiin am"
ZA-Otgon,Badral-Tsoroidog,"Hujirt, Getsiin ar"
ZA-Otgon,Badral-Tsoroidog,"Bayanbulag, Derst bulan"
ZA-Otgon,Badral-Tsoroidog,"Soyol, Baga bumbat"
ZA-Otgon,Badral-Tsoroidog,Getsiin ar
ZA-Otgon,Bayanbulag-Asgat,"Badral, Narangiin am"
ZA-Otgon,Bayanbulag-Asgat,"Buyant, Haltariin am"
ZA-Otgon,Bayanbulag-Asgat,"Badral, Baga nariinii am"
ZA-Otgon,Bayanbulag-Asgat,"Onts, Chihertiin am"
ZA-Otgon,Bayanbulag-Asgat,"Hujirt, Getsiin ar"
ZA-Otgon,Bayanbulag-Asgat,"Bayanbulag, Derst bulan"
ZA-Otgon,Bayanbulag-Asgat,"Soyol, Baga bumbat"
ZA-Otgon,Bayanbulag-Asgat,Getsiin ar
ZA-Otgon,Buyant-Namiin am,"Badral, Narangiin am"
ZA-Otgon,Buyant-Namiin am,"Buyant, Haltariin am"
ZA-Otgon,Buyant-Namiin am,"Badral, Baga nariinii am"
ZA-Otgon,Buyant-Namiin am,"Onts, Chihertiin am"
ZA-Otgon,Buyant-Namiin am,"Hujirt, Getsiin ar"
ZA-Otgon,Buyant-Namiin am,"Bayanbulag, Derst bulan"
ZA-Otgon,Buyant-Namiin am,"Soyol, Baga bumbat"
ZA-Otgon,Buyant-Namiin am,Getsiin ar
ZA-Otgon,Hujirt-Ovoot tolgoi,"Badral, Narangiin am"
ZA-Otgon,Hujirt-Ovoot tolgoi,"Buyant, Haltariin am"
ZA-Otgon,Hujirt-Ovoot tolgoi,"Badral, Baga nariinii am"
ZA-Otgon,Hujirt-Ovoot tolgoi,"Onts, Chihertiin am"
ZA-Otgon,Hujirt-Ovoot tolgoi,"Hujirt, Getsiin ar"
ZA-Otgon,Hujirt-Ovoot tolgoi,"Bayanbulag, Derst bulan"
ZA-Otgon,Hujirt-Ovoot tolgoi,"Soyol, Baga bumbat"
ZA-Otgon,Hujirt-Ovoot tolgoi,Getsiin ar
ZA-Otgon,Onts-Toson hant,"Badral, Narangiin am"
ZA-Otgon,Onts-Toson hant,"Buyant, Haltariin am"
ZA-Otgon,Onts-Toson hant,"Badral, Baga nariinii am"
ZA-Otgon,Onts-Toson hant,"Onts, Chihertiin am"
ZA-Otgon,Onts-Toson hant,"Hujirt, Getsiin ar"
ZA-Otgon,Onts-Toson hant,"Bayanbulag, Derst bulan"
ZA-Otgon,Onts-Toson hant,"Soyol, Baga bumbat"
ZA-Otgon,Onts-Toson hant,Getsiin ar
ZA-Otgon,Soyol-Bumbatiin orgiu,"Badral, Narangiin am"
ZA-Otgon,Soyol-Bumbatiin orgiu,"Buyant, Haltariin am"
ZA-Otgon,Soyol-Bumbatiin orgiu,"Badral, Baga nariinii am"
ZA-Otgon,Soyol-Bumbatiin orgiu,"Onts, Chihertiin am"
ZA-Otgon,Soyol-Bumbatiin orgiu,"Hujirt, Getsiin ar"
ZA-Otgon,Soyol-Bumbatiin orgiu,"Bayanbulag, Derst bulan"
ZA-Otgon,Soyol-Bumbatiin orgiu,"Soyol, Baga bumbat"
ZA-Otgon,Soyol-Bumbatiin orgiu,Getsiin ar
ZA-Telmen,Bayan airag-Manz,"Bayantegsh, Huh chuluu-ass"
ZA-Telmen,Bayan airag-Manz,"Uguumur, Uguumuriin hundii-10"
ZA-Telmen,Bayan airag-Manz,"Shurgah, Hurel"
ZA-Telmen,Bayan airag-Manz,"Bayan airag, Tal boldog"
ZA-Telmen,Bayan airag-Manz,"Shurgah, Salhitiin uvuljuu_ass"
ZA-Telmen,Bayan airag-Manz,"Bayantegsh, Degraded"
ZA-Telmen,Bayan airag-Manz,"Bayantegsh, Huhchuluut"
ZA-Telmen,Bayan airag-Manz,"Bayan-Airag, Manz"
ZA-Telmen,Bayan airag-Manz,"Shurgah, Salhitiin uvuljuu"
ZA-Telmen,Bayan airag-Manz,"Nuur, Huviin hundii"
ZA-Telmen,Bayan airag-Manz,"Uguumur, Uguumur-09"
ZA-Telmen,Bayantegsh-Huh chuluu,"Bayantegsh, Huh chuluu-ass"
ZA-Telmen,Bayantegsh-Huh chuluu,"Uguumur, Uguumuriin hundii-10"
ZA-Telmen,Bayantegsh-Huh chuluu,"Shurgah, Hurel"
ZA-Telmen,Bayantegsh-Huh chuluu,"Bayan airag, Tal boldog"
ZA-Telmen,Bayantegsh-Huh chuluu,"Shurgah, Salhitiin uvuljuu_ass"
ZA-Telmen,Bayantegsh-Huh chuluu,"Bayantegsh, Degraded"
ZA-Telmen,Bayantegsh-Huh chuluu,"Bayantegsh, Huhchuluut"
ZA-Telmen,Bayantegsh-Huh chuluu,"Bayan-Airag, Manz"
ZA-Telmen,Bayantegsh-Huh chuluu,"Shurgah, Salhitiin uvuljuu"
ZA-Telmen,Bayantegsh-Huh chuluu,"Nuur, Huviin hundii"
ZA-Telmen,Bayantegsh-Huh chuluu,"Uguumur, Uguumur-09"
ZA-Telmen,Nuur-Huviin hundii,"Bayantegsh, Huh chuluu-ass"
ZA-Telmen,Nuur-Huviin hundii,"Uguumur, Uguumuriin hundii-10"
ZA-Telmen,Nuur-Huviin hundii,"Shurgah, Hurel"
ZA-Telmen,Nuur-Huviin hundii,"Bayan airag, Tal boldog"
ZA-Telmen,Nuur-Huviin hundii,"Shurgah, Salhitiin uvuljuu_ass"
ZA-Telmen,Nuur-Huviin hundii,"Bayantegsh, Degraded"
ZA-Telmen,Nuur-Huviin hundii,"Bayantegsh, Huhchuluut"
ZA-Telmen,Nuur-Huviin hundii,"Bayan-Airag, Manz"
ZA-Telmen,Nuur-Huviin hundii,"Shurgah, Salhitiin uvuljuu"
ZA-Telmen,Nuur-Huviin hundii,"Nuur, Huviin hundii"
ZA-Telmen,Nuur-Huviin hundii,"Uguumur, Uguumur-09"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Bayantegsh, Huh chuluu-ass"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Uguumur, Uguumuriin hundii-10"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Shurgah, Hurel"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Bayan airag, Tal boldog"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Shurgah, Salhitiin uvuljuu_ass"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Bayantegsh, Degraded"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Bayantegsh, Huhchuluut"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Bayan-Airag, Manz"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Shurgah, Salhitiin uvuljuu"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Nuur, Huviin hundii"
ZA-Telmen,Shurgah-Salhit uvuljuu,"Uguumur, Uguumur-09"
ZA-Telmen,Uguumur-Uguumriin hundii,"Bayantegsh, Huh chuluu-ass"
ZA-Telmen,Uguumur-Uguumriin hundii,"Uguumur, Uguumuriin hundii-10"
ZA-Telmen,Uguumur-Uguumriin hundii,"Shurgah, Hurel"
ZA-Telmen,Uguumur-Uguumriin hundii,"Bayan airag, Tal boldog"
ZA-Telmen,Uguumur-Uguumriin hundii,"Shurgah, Salhitiin uvuljuu_ass"
ZA-Telmen,Uguumur-Uguumriin hundii,"Bayantegsh, Degraded"
ZA-Telmen,Uguumur-Uguumriin hundii,"Bayantegsh, Huhchuluut"
ZA-Telmen,Uguumur-Uguumriin hundii,"Bayan-Airag, Manz"
ZA-Telmen,Uguumur-Uguumriin hundii,"Shurgah, Salhitiin uvuljuu"
ZA-Telmen,Uguumur-Uguumriin hundii,"Nuur, Huviin hundii"
ZA-Telmen,Uguumur-Uguumriin hundii,"Uguumur, Uguumur-09"
ZA-Telmen,Uvugdii-Har-Uul,"Bayantegsh, Huh chuluu-ass"
ZA-Telmen,Uvugdii-Har-Uul,"Uguumur, Uguumuriin hundii-10"
ZA-Telmen,Uvugdii-Har-Uul,"Shurgah, Hurel"
ZA-Telmen,Uvugdii-Har-Uul,"Bayan airag, Tal boldog"
ZA-Telmen,Uvugdii-Har-Uul,"Shurgah, Salhitiin uvuljuu_ass"
ZA-Telmen,Uvugdii-Har-Uul,"Bayantegsh, Degraded"
ZA-Telmen,Uvugdii-Har-Uul,"Bayantegsh, Huhchuluut"
ZA-Telmen,Uvugdii-Har-Uul,"Bayan-Airag, Manz"
ZA-Telmen,Uvugdii-Har-Uul,"Shurgah, Salhitiin uvuljuu"
ZA-Telmen,Uvugdii-Har-Uul,"Nuur, Huviin hundii"
ZA-Telmen,Uvugdii-Har-Uul,"Uguumur, Uguumur-09"
ZA-Tosontsengel,Bayan-Ulaan-Shivertii,Ider gol
ZA-Tosontsengel,Hairhan-Salan,Ider gol
ZA-Tosontsengel,Ider-Burgast,Ider gol
ZA-Tosontsengel,Orgih-Deed hargana,Ider gol
ZA-Tosontsengel,Rashaant-Agit,Ider gol
ZA-Tosontsengel,Ulaantolgoi-Teel,Ider gol
ZA-Tsagaanhairhan,Agit-Ih yan,Stipa
ZA-Tsagaanhairhan,Baynbulag-Har hujir,Stipa
ZA-Tsagaanhairhan,Onts-Gurvan tsuvraa,Stipa
ZA-Tsagaanhairhan,Tsetserleg-Gurvan utug,Stipa
